AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
0,0,20.62273438,372.9270186,0,7.0326,37.25490189,58,100,793,5.119999886,18,17.2401,22.53050804,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.2999878,29.49857903,22.08640439,28.50244666,-0.45035934,-0.2109,8.235294342,71,115,1995,20.53000069,11,0.3281,17.50059509,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,18.46475983,20.84416156,261.8998554,3.37770081,0.6522,39.2156868,80,113,1413,16.80999947,11,-0.2109,20.8170948,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.09997559,3.828059673,28.6879314,288.4987487,-5.179140568,0.418,25.09803963,81,101,851,5.869999886,14,-0.375,12.69549179,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.29998779,0,28.5453174,295.9829016,0,0.793,25.09803963,81,100,794,5.289999962,15,-0.418,12.69549179,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1,21.1669178,27.98611976,241.1545919,-3.60288048,1.65,21.17647171,81,102,1005,9,13,-0.2539,11.5066576,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.39996338,11.0338192,15.97652049,50.46096475,-2.25180054,0.625,0,81,106,1514,11.15999985,13,-0.3555,24.06048203,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.2000122,42.3338356,44.53309698,68.10312594,0.67553711,0.2148,0,80,107,1719,16.04000092,15,0.0273,11.13852215,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.69995118,21.84246063,41.34304657,740.2585131,3.3777008,-0.73,34.50980377,79,115,1739,13.53999996,17,0.453,9.924063683,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.0999756,35.35326004,50.16634973,184.0630558,2.70215988,0.3671,9.019607544,66,122,2358,23.95000076,12,0.1914,12.93968105,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,70.93170166,53.72044061,79.91333377,2.25180817,-0.781,78.03921509,86,214,2368,43.22999954,22,0.32,11.84197807,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.59997559,9.232379913,16.53571757,104.3570783,-4.503600117,0.3827,25.49019623,74,100,844,5.119999886,16,0.0547,22.91994858,UnevenCondition,NormalCongestionCondition,EvenPaceStyle
0.2000122,35.12807465,13.86733461,242.1278084,2.47697449,-0.8866,0,80,116,1640,16.45000076,12,0.8398,18.90399361,SmoothCondition,LowCongestionCondition,AggressiveStyle
3.40002441,12.15971947,22.8182394,195.6198533,-1.12590027,0.2188,0,50,102,1037,14.14999962,17,0.0312,23.78721428,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.1999512,70.48134613,58.10769793,94.93617255,0.45037079,6.5026,33.72549057,82,121,2228,18.22999954,15,17.456,9.809239388,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,0.033776999,0.068453138,0,-0.0273,32.54901886,64,101,816,8.329999924,19,0.195,20.05983925,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
0.2000122,16.88849831,18.63739742,100.869531,3.3776989,-0.6796,73.72549438,43,110,1528,19.65999985,18,0.4336,24.88885307,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,60.57342148,61.98079357,109.5003165,-1.5762558,7.6096,12.15686321,81,106,1890,12.98999977,15,17.1125,9.459590912,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.40002442,6.530220032,17.16997431,284.8280037,-2.702159881,0.641,29.41176605,49,99,850,5.519999981,16,-0.344,22.23052788,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,31.3000164,34.35496101,205.7794528,0.22517776,-0.379,0,71,107,1435,13.60000038,16,0.523,11.93215942,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,7.318349814,95.61008591,0,-0.0234,25.09803963,80,101,802,6.610000134,12,0.2305,19.97767448,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,33.77699661,20.61147533,202.5859992,2.70215797,-0.875,2.352941275,82,132,1863,24.48999977,26,0.605,17.44705582,SmoothCondition,LowCongestionCondition,AggressiveStyle
3.5,101.5561752,97.48041916,63.368287,0.9007263,-0.293,69.41176605,83,171,2051,36.20000076,13,-0.0859,10.58022881,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.89996338,0,16.51319965,72.74453375,-2.026619911,0.7422,27.05882454,80,102,780,6.199999809,13,-0.2617,25.57022285,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.10003662,47.06261826,53.27007993,220.2899571,-1.35107803,-0.16,0,80,114,1993,21.48999977,17,0.332,10.89528084,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,39.85686111,19.98472444,245.9871979,0.22518539,-0.434,23.13725471,82,109,1662,11.90999985,24,0.285,17.17714691,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.19995118,32.65110016,42.5965491,490.2038542,2.02662277,0.383,32.94117737,81,144,2196,32.04999924,19,0.0156,9.056023598,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.90002441,8.556839943,24.87863601,156.0327458,-7.656119347,1.55,23.52941132,82,100,851,5.409999847,16,-0.684,15.1785202,SmoothCondition,LowCongestionCondition,AggressiveStyle
1.60003662,38.95613861,35.58594461,266.3251933,2.25180054,0.0976,85.09803772,80,163,1844,27.31999969,11,-0.0039,19.10489845,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.2999878,38.95613861,56.2837389,414.074751,1.57625961,0.5074,52.94117737,60,137,1826,27.36000061,13,-0.1132,14.61151218,UnevenCondition,LowCongestionCondition,AggressiveStyle
0.1000366,24.76979828,14.74178347,115.268498,1.12589836,0.2187,23.52941132,69,104,1787,11.36999989,20,-0.0703,19.16961098,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,5.640758864,45.47114799,0,0.3789,25.49019623,80,102,806,7.019999981,12,-0.1602,13.76141834,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,31.90049924,375.7053264,0,0.7929,25.49019623,79,101,800,7.849999905,10,-0.2266,17.39614677,SmoothCondition,LowCongestionCondition,EvenPaceStyle
5.29998779,7.656119347,21.33955745,211.1010069,-3.377699853,-0.4414,49.01960754,50,102,1089,8.159999847,15,0.305,24.23700523,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.09997559,1.801440001,35.68727566,157.2445371,-6.305039644,1.2226,24.31372643,79,103,862,8.31000042,10,-0.5859,14.57788754,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.7000122,75.88565826,25.53541102,659.0343394,-0.90071869,-1.0859,16.86274529,83,129,2364,31.61000061,11,0.7656,19.81720161,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.7999878,14.8618803,53.00361718,233.3200656,-6.75540066,0.836,23.92156982,80,101,871,7.5,12,-0.117,11.11670208,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.60003662,52.46693802,16.64455454,287.5346277,-0.9007225,6.003,13.33333397,57,112,2225,18.93000031,19,17.7368,23.63883781,SmoothCondition,LowCongestionCondition,AggressiveStyle
-5.59997559,30.17411804,19.19659436,397.2544525,1.12590027,6.3072,28.23529434,58,133,2174,21.35000038,22,17.5252,22.30568314,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.0999756,54.94392014,51.12336464,25.27904625,-0.6755371,-0.5,14.11764717,82,114,1650,18.69000053,17,0.246,10.69118595,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.7999878,48.63887787,83.78197028,501.3174197,0.45035935,0.3984,2.352941275,80,112,2007,22.03000069,13,0.0703,10.78092194,SmoothCondition,LowCongestionCondition,AggressiveStyle
0,0,22.42792705,728.6751881,0,-0.2656,25.88235283,78,100,803,7.139999866,11,0.3125,22.77017975,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.2999878,26.79641914,30.62072568,144.246606,1.12590026,0.57,24.31372643,80,111,2009,16.86000061,18,0.0664,13.01885223,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.40002441,18.6899395,17.98062235,34.37151187,-1.12589836,-0.277,1.960784316,79,101,1311,7.800000191,20,0.305,19.8195858,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.79998779,6.305039883,16.93353563,63.83940915,0,0.871,28.23529434,80,102,935,6.96999979,13,-0.3086,25.40183067,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.59997558,5.854679585,6.10237781,41.95141833,-2.927339076,-0.184,24.31372643,81,100,844,5.050000191,15,0.152,16.62765121,SmoothCondition,HighCongestionCondition,AggressiveStyle
0.7000122,58.77198029,26.57874514,711.4656899,0.90072251,-0.1211,22.35294151,82,118,1872,18.15999985,12,0.2891,21.11914063,SmoothCondition,HighCongestionCondition,EvenPaceStyle
0.2000122,9.90791893,5.45310884,39.72274513,0.675539017,-0.1914,24.70588303,68,100,1400,8.420000076,18,0.273,22.12943268,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
-1.7999878,20.94173813,24.44704102,17.1169216,-0.67554283,-0.281,28.62745094,75,103,1505,11.13000011,15,0.113,13.73866558,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,29.94893837,13.28186653,106.9011848,1.80143929,6.4825,26.27450943,73,117,2121,16.95000076,19,17.5481,23.78918648,SmoothCondition,LowCongestionCondition,EvenPaceStyle
3.5,110.7885513,104.6974379,19.99437558,0.2251739,-0.254,69.80392456,85,180,2228,40.63999939,18,0.375,10.4196558,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.40002441,90.74754333,93.13069267,26.26621616,0,0.0508,57.64706039,81,169,2221,33.09000015,15,0.488,12.74821472,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.3999634,106.0597763,94.39545377,64.6885273,1.1259003,-0.0781,36.47058868,83,151,2128,32.27000046,12,0.285,10.55016136,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.10003662,59.22233582,19.05022752,226.0220392,1.35107804,-1.6132,59.2156868,79,126,1880,16.95000076,17,0.824,24.1281414,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.70001221,0,18.81003531,298.2725685,0,0.0664,27.84313774,80,100,795,4.46999979,15,0.0469,16.46564484,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.0999756,36.25397873,33.02264607,380.3843041,-2.25180054,0.1055,37.64706039,50,100,1152,12.34000015,13,-0.0391,19.21969795,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.8999634,50.89067459,44.84084285,243.382871,-2.92734528,0.082,0,82,106,1534,16.42000008,16,0.0117,14.72931767,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,0,28.5453174,295.9829016,0,0.824,25.49019623,81,100,800,5.380000114,14,-0.395,12.69549179,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.9000244,44.13527679,60.10429363,171.4453478,-4.05324173,0.246,0,80,105,1154,9.760000229,27,-0.4726,13.44633675,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,4.586165878,34.33050284,0,0.3476,25.88235283,81,100,799,5.639999866,14,0.0547,22.90774727,SmoothCondition,HighCongestionCondition,EvenPaceStyle
-2.800003052,56.74535751,53.54780223,14.84019571,4.05323791,-0.0352,65.88235474,83,203,2575,44.43999863,25,0.336,11.9534359,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.7999878,59.89787674,50.95072667,115.6370252,0,-0.504,13.33333397,83,109,2552,20.86000061,17,0.168,10.14354706,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.7000122,28.59786034,2.867291888,54.10052549,2.02662087,-0.7734,34.90196228,54,120,2170,21.56999969,20,0.586,24.92419815,SmoothCondition,LowCongestionCondition,AggressiveStyle
0,0,26.55998036,423.2241936,0,0.6366,25.09803963,79,101,806,7.849999905,10,-0.1289,16.18187332,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.2999878,57.42089844,41.53445013,309.0789135,0.22517777,-0.281,0,82,105,1758,18.11000061,17,0.23,12.60644436,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,15.59371446,162.6746082,0,7.1069,24.31372643,52,100,910,5.170000076,19,17.1785,23.46415901,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,1.12590003,19.84961633,43.82689677,-2.251799822,0.1992,25.49019623,71,100,801,7.679999828,9,-0.2031,17.89743423,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.70001221,19.81583786,13.96491265,89.18673428,-1.12590027,0.832,28.62745094,82,104,1449,9.649999619,21,-0.617,17.538414,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,44.58563995,22.25153607,241.7517166,0.45036316,-0.863,28.23529434,83,117,1937,14.19999981,25,0.742,16.71606636,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,39.63167572,36.1751658,142.2430055,-0.67554474,-0.5625,18.8235302,80,115,1707,18.18000031,11,0.5703,18.60346985,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.4000244,55.1690979,43.53855205,311.2144069,-0.22517777,-0.23,40.7843132,81,116,1757,13.10999966,16,0.187,12.30613136,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,33.96464859,745.8086142,0,-0.2109,25.88235283,78,100,801,7.460000038,11,0.2305,22.77017975,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,40.98275757,25.74557927,301.4407579,2.02661896,-1.18,0,81,107,1782,11.30000019,16,0.652,13.31478119,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,100.8806381,63.73344437,326.8939797,0,-1.11,100,86,234,2491,49.09999847,19,0.488,12.91995335,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1,64.401474,42.07863447,281.6512931,-0.90072632,-0.777,13.33333397,58,105,2013,14.86999989,17,0.426,15.41945648,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.69995118,7.881299973,15.49613636,196.5047515,-4.278419497,0.332,27.05882454,81,100,874,5.070000172,19,-0.215,18.99081802,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,14.22762242,276.8677903,0,0.1953,30.98039246,83,100,809,4.940000057,18,0.125,16.43746948,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.5,16.21295929,24.73602201,161.9874098,-8.55683899,1.43,22.35294151,82,100,891,5.050000191,14,-0.644,15.14778519,SmoothCondition,LowCongestionCondition,AggressiveStyle
0,0,4.586165878,34.33050284,0,-0.0156,27.45098114,81,100,804,5.409999847,14,0.2031,22.90774727,SmoothCondition,HighCongestionCondition,EvenPaceStyle
-2.800003052,0,25.77560315,372.5457273,0,0.824,25.09803963,80,100,802,4.650000095,24,-0.453,21.711483,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,22.51799965,21.26074411,340.2396697,4.2784195,-0.855,30.19607925,81,120,1779,14.71000004,26,0.281,21.7099514,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.5,52.6921196,50.96949151,12.99763285,0,-0.629,22.74509811,80,105,1665,10.47999954,15,0.562,9.7377491,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.8000488,97.27775574,73.41618424,457.7481915,0,0.723,0,84,114,2281,26.29999924,20,-0.3711,12.43118668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,14.46781464,177.4979626,0,-0.25,26.66666794,74,100,796,7.940000057,11,0.2734,22.07177925,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.8999634,58.32162094,65.66623986,123.7606978,0,-0.0664,31.37254906,79,129,1855,25.26000023,11,0.1953,17.36203194,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.20001221,0,24.987473,150.9715539,0,1.97,25.49019623,82,100,794,4.829999924,16,-0.887,15.2137413,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.29998779,27.69713783,22.09391011,185.2731033,1.80143738,-0.5468,12.54901981,59,109,1951,13.44999981,18,0.414,21.56209946,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3,112.1396408,69.37795499,421.5522389,3.3777008,-0.5664,1.568627477,83,228,2703,47.09999847,22,0.6094,12.84093952,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,18.64865636,61.48233487,0,0.3125,25.88235283,71,100,802,8.039999962,10,-0.293,17.89743423,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.40002441,58.32162094,66.57821776,42.05793378,-1.5762558,0.7539,20.7843132,79,124,1832,25.20999908,11,-0.0859,14.61781502,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.60003662,26.57123947,2.390660882,42.78745063,2.70215988,-0.7538,36.86274719,54,121,2050,19.40999985,20,0.543,24.93124008,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.7999878,0,48.94287094,625.3803383,0,2.0816,25.88235283,78,100,815,4.880000114,16,-0.9531,13.20899677,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
-0.3999634,103.8079758,92.30127958,52.44327885,-0.2251815,-0.2656,60.7843132,83,179,2556,44.88000107,13,0.0977,10.70078087,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,16.88849831,64.59663312,724.4163478,-0.67553901,1.5308,11.37254906,80,105,1183,10.64999962,17,-0.3359,7.879750252,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.8999634,52.24176025,63.1367178,353.9007528,-0.90071869,0.293,0,81,112,2146,19.59000015,13,0.164,11.12183571,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.40002441,0,14.75679547,42.59730435,-2.476979733,7.1023,27.45098114,70,101,796,4.820000172,16,17.3244,22.42111397,UnevenCondition,NormalCongestionCondition,EvenPaceStyle
1.2999878,34.45253754,89.78676961,645.9877464,0.67554093,2.32,25.49019623,79,104,1475,9.180000305,15,-1.078,7.60445118,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.0999756,63.95111847,41.05406547,215.8074229,1.35108566,0.285,50.98039246,71,147,2046,26.39999962,26,0.0781,16.59810066,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.89996338,110.7885513,111.4078016,29.26102826,0.6755294,0.668,29.01960754,83,123,2201,17,16,-0.3008,8.338979721,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,65.52737427,57.09438686,75.04564484,-0.90071869,0.0937,10.98039246,83,107,2040,14.51000023,18,-0.0234,8.456053734,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.29998779,15.08705902,26.60501614,306.0836335,-4.2784214,0.781,21.56862831,81,101,860,5.429999828,14,-0.344,14.65870667,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.3000488,52.01657867,38.56582692,62.58819771,0.90071868,-0.641,13.72549057,50,112,2261,21.44000053,19,0.289,17.20814705,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.89996338,26.12088013,16.85096926,289.9579787,-5.40431976,-0.0234,19.2156868,49,102,1033,6.730000019,17,-0.0351,22.53751945,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,0,7.870040705,46.33744593,0,-0.0859,39.60784531,78,104,1120,11.18000031,11,0.3164,20.44249153,SmoothCondition,HighCongestionCondition,EvenPaceStyle
0,0,17.9093157,351.2096841,0,6.9627,25.09803963,80,100,801,5.119999886,15,17.3096,10.05878258,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.39996338,13.06044006,8.534321675,30.40419286,1.80144024,0.2187,22.74509811,41,104,1895,15.5,21,-0.0117,33.86481094,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,12.61007977,10.31699675,95.31958708,1.80143929,0.3671,24.70588303,82,112,988,11.19999981,22,0.3125,18.52411842,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,70.25614929,54.93265966,102.189709,-0.67555237,-0.914,67.84313965,86,172,2254,43.29999924,20,0.434,11.74409008,SmoothCondition,LowCongestionCondition,EvenPaceStyle
4.2000122,6.980579853,22.59305942,200.8417147,-2.026620388,-0.0468,49.80392075,50,101,1090,9.300000191,15,0.113,23.9024353,SmoothCondition,LowCongestionCondition,AggressiveStyle
1.90002441,27.92231941,24.17307225,406.149846,0,0.406,0,81,110,1943,20.43000031,21,-0.105,13.61707211,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.6000366,24.76979828,19.32419644,96.02947057,-2.25180054,-1.17,2.745098114,77,108,1782,17.89999962,17,0.496,15.09997845,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.5,76.56119537,45.59144309,858.8011252,0,-0.3203,26.66666794,81,151,2453,34.52999878,11,0.2227,18.59161186,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.1000366,39.85686111,23.18978634,587.1285428,-1.35107804,-1.48,29.41176605,79,111,1724,17.19000053,15,0.879,15.18271828,SmoothCondition,LowCongestionCondition,AggressiveStyle
1.7000122,57.87125778,60.34073226,166.678433,3.37769699,-0.8476,53.72549057,81,153,2543,29.40999985,27,0.2695,13.55186939,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.70001221,38.05541992,22.85576934,383.9176931,2.4769783,-1.09,69.80392456,81,161,1859,32.75,19,0.539,15.20870781,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0999756,9.457559586,45.3099678,250.1613631,-5.629499434,1.19,23.92156982,81,100,872,6.639999866,13,-0.5,14.53755951,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.7999878,41.20793915,35.78110161,147.5420001,-1.12589645,-0.25,17.25490189,81,119,1776,21.27000046,11,0.3203,18.89899254,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,4.987736738,65.18014808,0,0.7539,25.09803963,79,102,796,6.46999979,11,-0.2734,21.94188309,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,0.045036002,0.121694489,0,-0.359,28.62745094,80,100,752,4.880000114,20,0.203,19.06616211,SmoothCondition,HighCongestionCondition,EvenPaceStyle
-2.5999756,64.85183716,56.61775646,30.94334228,0,-0.3359,12.54901981,67,117,2009,21.48999977,11,0.1562,12.65265274,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,103.5828018,112.8264359,23.64691851,0.9007263,0.289,39.2156868,85,127,2052,18.54000092,19,-0.137,10.72050858,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.0999756,21.84246063,37.75893196,357.2514659,2.47698021,0.309,40.7843132,69,124,1917,18.20999908,19,-0.289,12.04790974,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,47.5129776,57.52222958,29.14208954,-2.47698212,0.6211,0,67,104,1347,14.92000008,10,0.1953,12.51161766,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.7000122,21.84246063,15.75509343,13.75416795,1.35108185,6.7831,34.11764908,69,104,1577,11.59000015,18,17.0122,23.22406769,UnevenCondition,NormalCongestionCondition,EvenPaceStyle
-0.3999634,27.02159882,9.581408644,52.38951135,3.15251923,-0.2187,18.4313736,78,111,1848,14.35999966,13,0.4453,20.431633,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2,22.29281998,13.94990067,88.84628799,0.45035935,0.762,8.627450943,81,102,1561,9.989999771,21,-0.707,17.70988464,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.29998779,49.53959656,17.29757631,284.4169719,-0.22517776,-0.0039,2.352941275,82,111,2145,15.47999954,16,0.2227,10.69596672,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.70001221,84.21731567,71.20191371,21.53339651,0.90071869,-0.5898,9.8039217,81,112,2400,18.05999947,15,-0.0703,17.19720459,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.30004882,21.61728096,12.30233354,43.35789363,0,-0.2422,32.54901886,42,101,1509,10.86999989,18,0.473,29.24256325,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.40002441,109.6626511,106.9229678,22.3762597,0.4503556,0.0273,65.49019623,82,168,2218,37.86999893,19,0.875,7.712706089,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.8999634,34.00217819,29.04071317,51.83697552,-1.12589646,-0.523,0,72,104,1431,12.31000042,16,0.105,11.98374367,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5999756,15.76259995,35.342,578.5135544,5.17914105,-0.0274,3.529411793,81,117,1777,13.52000046,14,0.168,20.03204155,SmoothCondition,HighCongestionCondition,AggressiveStyle
0,0,2.818502925,25.68903544,0,-0.2383,34.90196228,52,99,796,5.050000191,17,0.191,24.69779587,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,22.9683609,36.71559836,87.66888027,-0.22517777,0.2773,25.09803963,79,112,1679,14.30000019,13,0.172,11.92585373,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,14.4077665,219.6576409,0,-0.406,27.45098114,80,99,802,4.849999905,17,0.324,10.50904751,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1,120.9216461,120.7565238,4.427519568,-1.1259079,0.855,45.88235474,82,129,2408,28.02000046,17,0.121,8.679214478,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5999756,7.205760002,10.54217663,59.53487929,0,0.3633,17.64705849,78,101,860,7.989999771,11,0.125,20.44249153,SmoothCondition,HighCongestionCondition,EvenPaceStyle
2.60003662,7.881299973,20.28121111,224.2854191,0.675539971,-0.0586,31.76470566,58,100,1177,9.760000229,18,0.258,21.83116341,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.39996338,49.98995972,17.61658129,299.3157361,0.45036316,0.0703,2.352941275,82,109,2119,21.61000061,16,0.1523,10.71658802,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.4000244,71.6072464,55.9347105,146.2021721,-0.90071106,0.387,0,75,111,2173,23.5,25,-0.1016,14.7274828,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.2000122,0,52.87976784,454.370979,0,2.2339,29.01960754,78,100,812,4.659999847,15,-1.0507,13.20899677,SmoothCondition,NormalCongestionCondition,AggressiveStyle
3.29998779,12.83525944,22.00383842,207.8742547,0.4503603,-0.1914,5.490196228,50,104,1744,13.39999962,18,0.207,24.13864899,SmoothCondition,LowCongestionCondition,AggressiveStyle
-5.9000244,120.2461166,80.0965229,536.2571887,0.9007187,-0.5976,60,84,183,2435,43.36999893,22,0.3867,12.72484493,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,10.80864048,46.4321143,503.5930125,-1.80143929,0.746,22.35294151,79,103,1030,10.22999954,10,-0.3008,13.37883759,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.6000366,47.96333694,50.13632577,17.1073984,0.90071868,-0.0156,0,81,104,1487,12.93999958,14,0.0313,10.60781574,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3,43.45973969,36.62552589,45.46667852,1.35108185,0.812,8.235294342,80,106,1869,12.26000023,18,-0.113,10.40821171,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,14.67422959,222.2250475,0,-0.2227,25.09803963,80,100,805,4.820000172,16,0.3398,22.62270164,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.5,95.47631836,64.27387708,226.1787691,3.60287476,-0.187,58.8235321,82,160,2293,34.65000153,21,-0.2148,13.1422348,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.7000122,25.67051888,51.55495968,161.1101269,3.60288048,0.7773,33.72549057,66,133,2038,29.48999977,13,0.0039,12.74175739,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.40002441,6.305039883,21.6172793,249.1814588,-0.450359821,0.0977,28.62745094,63,99,857,5.380000114,16,0.0469,19.49712372,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
